db_name	db_version	url	sha256
uva_eskape_refseq_db	2026-01-23	https://zenodo.org/records/18838576/files/uva_eskape_2026-01-23.tar.gz?download=1	d5987117feca05bac3993540f87f7b6973b17985fcc7645e2ebd94cf14561a77
